1.92837	4.87865
2.80614	3.69316
2.50058	5.28477
1.19580	3.33819
1.31233	3.6799
1.44614	3.9686
1.94011	5.81613
1.92013	4.71209
1.4695	4.50358
1.96642	0.397996
1.78461	3.83331
1.9016	6.02583
1.74628	3.95838
1.23945	4.55201
1.03532	3.83933
2.48733	3.94778
2.83135	5.18191
0.842214	2.172
2.5545	5.59816
1.77584	3.17935
1.55686	2.26187
1.20439	5.87533
2.45259	6.20094
3.09722	4.58201
1.56329	2.56109
2.01216	1.50072
1.18332	1.1968
1.25457	0.906287
1.02728	4.23832
0.840154	2.77425
2.44975	5.11023
1.4297	4.73686
2.00595	1.71335
2.59404	2.51087
1.30676	2.46242
2.14545	1.0225
0.651911	2.14948
1.945	1.34678
1.61037	6.13959
2.48403	4.76436
1.10482	5.27619
1.32643	2.01242
0.534346	2.7208
2.15481	2.43001
2.64661	2.51396
1.85514	5.6276
1.29566	2.82209
2.38529	0.194956
1.55537	5.46536
1.31924	4.62266
0.979288	3.71931
2.30182	5.99853
1.7026	5.59581
1.19352	4.53805
1.5768	2.88931
1.65163	0.192248
1.0434	0.778417
0.930852	2.17783
1.61399	2.18821
1.11061	2.19947
1.36616	5.27772
1.49657	1.98922
2.98761	3.61703
1.03659	5.15787
2.44269	5.94744
0.695873	3.26637
0.76775	2.45254
1.27175	4.77351
2.09966	3.0343
1.55192	5.37826
1.38595	6.12305
1.90218	3.88792
2.40677	3.03338
0.399586	0.0625646
1.2762	3.17362
0.82446	2.78699
1.88894	6.1543
0.67506	0.892076
0.997522	3.50792
1.38098	6.04024
0.77359	3.63191
0.486642	3.61986
2.27235	0.979303
1.67977	3.07055
1.49818	4.80371
1.63869	3.91016
0.961754	2.05656
0.756985	5.273
2.0249	4.95921
1.50891	5.06443
2.57826	2.95796
1.12922	1.06773
0.586402	5.73932
0.93706	1.78999
0.54178	2.82306
1.47819	2.5743
0.341211	2.90156
2.14217	4.21543
0.814979	4.58396
1.72612	3.52157
2.53492	2.51558
2.74611	2.06388
2.00046	0.703015
1.58562	0.570129
0.442038	4.58989
1.73739	6.1926
1.95893	5.50275
1.3827	1.55722
1.45672	3.35749
1.19788	0.0642707
2.18479	0.574262
0.659161	3.00102
1.55206	0.264882
1.64757	0.178171
1.75986	5.57205
2.1251	4.13999
0.748389	3.34152
1.11412	5.32164
2.66686	2.99987
2.14642	2.37067
1.74827	2.71984
0.994633	1.13488
1.99189	3.24353
0.828895	2.09779
1.42318	3.27319
1.57726	5.27008
0.363492	0.477454
0.78985	5.29415
1.37704	2.7675
1.97549	0.215887
1.01882	0.373662
1.72753	4.05144
0.755974	0.476734
0.992623	0.160797
0.707476	4.99843
1.36557	5.82433
1.80578	0.474919
1.31557	5.92116
1.80535	3.53789
1.68456	3.11492
0.975021	1.64734
2.37608	2.96062
