0.529319	0.836191	0.143548
0.525906	0.097783 -0.844903
-0.680095	0.116195	0.723857
-0.486391	0.326071	0.810618
-0.237903	0.503684	0.830484
0.274844	0.648205	-0.710135
0.544603	0.795429	0.265896
-0.1811	0.77641	0.603647
0.229687	-0.520492	-0.822394
0.404046	0.41927	0.812994
0.147609	0.417231	-0.896733
0.331607	0.493826	0.803849
-0.541475	0.747263	0.385231
-0.847886	0.369061	0.380634
0.875746	0.283217	-0.39097
-0.904565	-0.419303	-0.0771189
0.398653	0.0235307	0.9168
-0.0267607	-0.537585	0.842785
-0.242396	0.588742	-0.771121
-0.0147567	-0.363183	0.931601
0.630551	-0.770977	0.0894436
-0.520293	-0.852404	-0.0519863
-0.391903	-0.89666	-0.205944
-0.808263	0.545621	0.22138
-0.981682	-0.172005	0.0819485
0.184271	0.149947	-0.97137
-0.239042	0.863167	0.444748
0.661506	-0.713405	0.231221
0.820217	-0.192869	-0.538559
-0.491066	-0.406789	0.77031
0.543078	-0.673952	-0.500854
-0.823605	-0.327192	-0.463272
0.537213	-0.839645	0.0799947
0.0234413	0.565408	-0.824478
0.517154	0.337507	-0.786537
-0.521231	0.78825	-0.327078
-0.436111	-0.647874	0.624553
-0.845712	-0.131626	-0.517152
0.885422	-0.363729	0.28936
0.758468	-0.172195	-0.62855
0.304789	0.859765	-0.409766
-0.519992	-0.194654	0.831696
-0.0207564	0.995288	-0.0947199
-0.421187	0.797712	0.431576
-0.90275	0.297712	0.310501
0.160409	0.953519	-0.25509
-0.601597	0.725894	0.333406
0.0119636	-0.160085	0.987031
0.0540742	-0.628719	-0.775751
-0.428077	-0.639811	-0.638273
-0.885154	-0.454731	0.0986018
0.0821994	-0.577726	0.812081
-0.74993	-0.506384	0.425653
-0.286336	0.958102	-0.00725207
-0.137538	-0.680315	0.719899
0.049222	0.0075382	-0.998759
-0.583956	0.736091	-0.342296
-0.982123	0.0508253	-0.181251
-0.948234	-0.289068	-0.131501
-0.472613	0.833316	0.286742
0.870557	-0.058929	0.488526
-0.0265041	0.999544	-0.0144706
-0.0941233	0.486006	-0.868872
0.595571	0.434868	0.675415
0.993574	-0.0461269	-0.103355
-0.55566	0.0195075	0.831181
-0.985098	-0.163767	0.0525643
-0.902528	0.194033	0.38444
-0.126896	0.620551	-0.77383
-0.974461	0.212588	-0.0723314
-0.781707	0.134635	-0.60894
0.42758	-0.455984	-0.780548
0.216179	-0.0449479	0.975319
-0.12269	0.894625	0.429642
0.131241	0.473253	0.871095
-0.851181	-0.513876	0.106872
-0.154603	0.144296	-0.977383
0.603276	0.79568	-0.0543215
-0.0975122	0.965082	0.243123
0.897563	-0.0620545	-0.436498
-0.527986	-0.815564	-0.236823
-0.806947	-0.586281	-0.0715002
-0.866381	-0.102527	-0.488745
-0.181098	-0.353642	0.917682
-0.614015	-0.0497839	-0.787723
0.831277	0.525419	0.181419
-0.7745	0.518437	-0.362455
